yyyy-mm-dd, hh:mm:ss.ss, lat, lon, depth, ML, Nsta, RMS, intensity, locality
1903-03-24, 13:30:00.0, 53.050, -1.700, 8.0, 4.6, , , 6 ," DERBY "
1903-06-19, 04:25:00.0, 53.030, -4.280, , 2.0, , , ," CAERNARVON "
1903-06-19, 10:04:00.0, 53.030, -4.280, 12.0, 4.9, , , 6 ," CAERNARVON "
1903-06-19, 10:07:00.0, 53.030, -4.280, , 2.2, , , ," CAERNARVON "
1903-06-19, 10:09:00.0, 53.030, -4.280, , 2.5, , , ," CAERNARVON "
1903-06-19, 10:12:00.0, 53.030, -4.280, , 2.4, , , ," CAERNARVON "
1903-06-19, 10:16:00.0, 53.030, -4.280, , 2.4, , , ," CAERNARVON "
1903-06-19, 10:23:00.0, 53.030, -4.280, , 2.4, , , ," CAERNARVON "
1903-06-19, 10:48:00.0, 53.030, -4.280, , 2.0, , , ," CAERNARVON "
1903-06-19, 11:08:00.0, 53.030, -4.280, , 2.8, , , ," CAERNARVON "
1903-06-19, 12:05:00.0, 53.030, -4.280, , 2.4, , , ," CAERNARVON "
1903-06-21, 05:26:00.0, 53.030, -4.280, , 2.0, , , ," CAERNARVON "
1903-06-21, 08:06:00.0, 53.030, -4.280, , 2.8, , , ," CAERNARVON "
1903-06-21, 09:06:00.0, 53.030, -4.280, , 2.0, , , ," CAERNARVON "
1903-06-22, 04:26:00.0, 53.030, -4.280, , 2.0, , , ," CAERNARVON "
1903-06-22, 00:00:00.0, 53.030, -4.280, , 2.0, , , ," CAERNARVON "
1903-06-23, 05:31:00.0, 53.030, -4.280, , 2.0, , , ," CAERNARVON "
1903-07-01, 01:16:00.0, 52.920, -3.520, , 2.3, , , 3-4 ," BALA "
1904-03-03, 13:05:00.0, 50.110, -5.470, 4.0, 2.7, , , 5 ," PENZANCE "
1904-04-21, 00:00:00.0, 58.010, -4.130, , 2.0, , , 3 ," ROGART "
1904-04-23, 00:00:00.0, 58.010, -4.130, , 2.0, , , 3-4 ," ROGART "
1904-04-28, 00:00:00.0, 58.010, -4.130, , 2.0, , , 3 ," ROGART "
1904-06-21, 05:28:00.0, 52.670, -1.010, , 3.2, , , 4 ," LEICESTER "
1904-07-03, 15:21:00.0, 53.050, -1.750, 17.0, 4.2, , , 6 ," DERBY "
1904-09-18, 04:05:00.0, 55.950, -5.080, , 3.4, , , 5 ," DUNOON "
1904-10-21, 06:05:00.0, 53.000, -4.030, , 2.5, , , 3-4 ," BEDDGELERT "
1905-01-20, 01:50:00.0, 50.390, -5.220, 4.0, 2.9, , , 4 ," ST AGNES "
1905-04-23, 01:37:00.0, 53.400, -0.990, 15.0, 4.3, , , 5-6 ," DONCASTER "
1905-09-21, 23:33:00.0, 56.180, -3.840, 4.0, 3.1, , , 5 ," OCHIL HILLS "
1906-06-15, 13:15:00.0, 55.070, -3.640, , 2.0, , , 3 ," DUMFRIES "
1906-06-15, 13:30:00.0, 55.070, -3.640, , 2.0, , , 3 ," DUMFRIES "
1906-06-27, 09:45:00.0, 51.620, -3.810, 13.0, 5.2, , , 7 ," SWANSEA "
1906-06-29, 03:02:00.0, 53.180, -4.180, , 2.7, , , 3-4 ," CAERNARVON "
1906-08-27, 05:56:00.0, 53.090, -1.510, 11.0, 3.5, , , 5 ," DERBY "
1907-01-17, 13:54:00.0, 56.330, -5.400, 10.0, 4.4, , , 6 ," OBAN "
1907-05-14, 13:07:00.0, 54.560, -3.560, , 2.0, , , 4 ," WHITEHAVEN "
1907-06-26, 09:05:00.0, 53.300, -4.800, , 2.9, , , 5 ," ANGLESEY "
1907-06-26, 00:00:00.0, 53.300, -4.800, , 2.0, , , ," ANGLESEY "
1908-07-03, 06:15:00.0, 56.100, -4.990, , 3.5, , , 5 ," DUNOON "
1908-10-20, 16:08:00.0, 56.170, -3.840, 4.0, 3.1, , , 5-6 ," OCHIL HILLS "
1909-07-30, 06:45:00.0, 56.760, -5.760, , 2.4, , , 6 ," MOIDART "
1910-12-14, 20:53:00.0, 55.880, -4.300, 4.0, 3.3, , , 5 ," GLASGOW "
1911-05-16, 08:50:00.0, 54.480, -2.960, 7.0, 3.1, , , 5 ," GRASMERE "
1911-12-17, 07:20:00.0, 57.840, -5.080, , 2.4, , , 4-5 ," ULLAPOOL "
1912-01-28, 04:30:00.0, 56.190, -5.300, 12.0, 4.1, , , 4 ," INVERARAY "
1912-05-03, 16:13:00.0, 56.190, -3.770, 4.0, 3.7, , , 6 ," OCHIL HILLS "
1912-12-12, 05:00:00.0, 52.920, -4.430, , 2.2, , , 4 ," PWLLHELI "
1913-04-07, 05:30:00.0, 56.150, -5.220, , 3.2, , , 5 ," INVERARAY "
1914-07-01, 13:10:00.0, 50.530, -4.050, , 3.1, , , 4 ," TAVISTOCK "
1915-10-02, 03:09:00.0, 54.960, -3.170, 17.0, 3.4, , , 5 ," CARLISLE "
1915-12-19, 08:05:00.0, 56.250, -4.820, , 3.1, , , 5 ," ARROCHAR "
1916-01-14, 19:29:00.0, 52.850, -2.190, 10.0, 4.6, , , 7 ," STAFFORD "
1918-11-16, 05:00:00.0, 53.000, -4.000, , 2.0, , , ," BLAENAU FFESTINIOG "
1920-09-02, 23:17:00.0, 51.190, -4.070, 4.0, 3.3, , , 6 ," ILFRACOMBE "
1921-07-25, 15:00:00.0, 56.360, -4.040, , 2.8, , , 5-6 ," COMRIE "
1923-09-21, 11:42:00.0, 53.050, 1.450, , 3.4, , , 3 ," CROMER "
1923-12-25, 19:35:00.0, 50.470, -3.860, 3.0, 3.3, , , 6 ," SOUTH BRENT "
1924-01-26, 06:10:00.0, 52.160, -2.510, , 3.0, , , 5 ," HEREFORD "
1924-03-06, 22:50:00.0, 53.100, -1.270, 5.0, 3.4, , , 6 ," MANSFIELD "
1924-04-04, 22:45:00.0, 53.110, -1.340, 2.0, 3.3, , , 7 ," MANSFIELD "
1924-10-24, 16:49:00.0, 52.470, -1.930, , 2.9, , , 5 ," BIRMINGHAM "
1924-12-14, 13:22:00.0, 53.000, -3.400, , 2.4, , , 5 ," CORWEN "
1925-02-01, 21:52:00.0, 49.160, -5.220, 25.0, 5.1, , , 5 ," BRITTANY "
1925-12-23, 12:35:00.0, 56.550, -5.530, 15.0, 4.3, , , 5 ," OBAN "
1926-07-30, 13:19:00.0, 49.170, -1.620, 18.0, 5.5, , , 6-7 ," CHANNEL ISLANDS "
1926-08-15, 03:58:00.0, 52.310, -2.660, 17.0, 4.8, , , 6 ," LUDLOW "
1927-01-24, 05:18:00.0, 59.680, 2.700, 25.0, 5.7, , , 5 ," NORTH SEA "
1927-01-27, 09:03:00.0, 55.910, -5.200, 7.0, 4.1, , , 5 ," COLINTRAIVE "
1927-02-17, 23:17:00.0, 49.170, -1.620, 22.0, 5.4, , , 6 ," CHANNEL ISLANDS "
1929-07-02, 20:30:00.0, 51.810, -2.450, , 2.9, , , 5-6 ," CINDERFORD "
1930-01-16, 18:00:00.0, 57.710, -5.610, , 2.0, , , 3-4 ," GAIRLOCH "
1930-08-25, 21:00:00.0, 51.670, -3.740, 5.0, 3.2, , , 5 ," NEATH "
1931-05-03, 08:25:00.0, 53.500, -2.350, 2.0, 3.7, , , 7 ," MANCHESTER "
1931-06-07, 00:25:00.0, 54.080, 1.500, 23.0, 6.1, , , 6-7 ," NORTH SEA "
1931-09-22, 08:31:00.0, 53.260, -4.230, , 2.2, , , 3 ," ANGLESEY "
1932-01-13, 07:50:00.0, 52.960, -4.380, , 2.9, , , 5 ," PWLLHELI "
1932-05-25, 11:36:00.0, 53.450, -1.640, , 3.3, , , 4-5 ," SHEFFIELD "
1933-01-14, 08:30:00.0, 54.300, -2.150, 10.0, 4.4, , , 6 ," WENSLEYDALE "
1933-04-12, 14:31:00.0, 49.100, -1.900, , 5.2, , , 5 ," NORMANDY "
1933-04-23, 03:40:00.0, 51.290, 1.130, , 3.0, , , 4 ," CANTERBURY "
1934-02-10, 00:00:00.0, 55.850, -3.150, , 2.0, , , 5 ," ROSLIN "
1934-03-17, 07:30:00.0, 51.520, -2.810, , 2.8, , , 4-5 ," BRISTOL "
1934-08-16, 02:15:00.0, 57.540, -5.340, 14.0, 4.1, , , 5-6 ," TORRIDON "
1935-05-08, 01:50:00.0, 57.580, -5.510, , 3.0, , , 3 ," TORRIDON "
1935-10-24, 00:00:00.0, 53.490, -2.510, , 3.0, , , ," LEIGH "
1936-03-08, 15:35:00.0, 57.500, -5.170, , 3.6, , , 4 ," TORRIDON "
1936-05-12, 23:45:00.0, 57.560, -5.540, , 2.9, , , 4 ," TORRIDON "
1936-06-10, 00:40:00.0, 57.630, -5.430, , 2.9, , , 4 ," TORRIDON "
1936-09-20, 16:28:00.0, 57.540, -5.430, , 3.6, , , 5 ," TORRIDON "
1937-04-15, 06:41:00.0, 55.900, -3.070, , 2.0, , , 4 ," DALKEITH "
1937-07-09, 01:43:00.0, 52.570, -2.000, , 4.0, , , 4 ," WALSALL "
1938-03-19, 21:15:00.0, 55.790, -2.960, , 2.0, , , ," HERIOT "
1938-03-21, 21:40:00.0, 55.790, -2.960, , 2.0, , , ," HERIOT "
1938-03-21, 23:54:00.0, 55.790, -2.960, 6.0, 2.4, , , 4 ," HERIOT "
1938-06-11, 10:57:00.0, 50.780, 3.580, , 5.8, , , 7-8 ," BELGIUM "
1938-08-13, 04:00:00.0, 52.930, -4.390, , 2.0, , , 3-4 ," PWLLHELI "
1940-02-02, 23:53:00.0, 56.110, -3.960, 8.0, 3.3, , , 5 ," STIRLING "
1940-05-18, 13:55:00.0, 53.380, -3.880, , 2.0, , , ," DEGANWY "
1940-07-09, 01:30:00.0, 56.330, -5.400, , 3.2, , , 4 ," OBAN "
1940-07-14, 22:59:00.0, 52.690, -1.410, , 4.0, , , 5 ," COALVILLE "
1940-07-16, 16:35:00.0, 56.000, -4.000, 7.0, 3.7, , , 5 ," KILSYTH "
1940-12-12, 21:20:00.0, 53.030, -4.180, 12.0, 4.7, , , 5 ," CAERNARVON "
1940-12-12, 21:30:00.0, 53.030, -4.180, , 2.0, , , ," CAERNARVON "
1940-12-12, 22:40:00.0, 53.030, -4.180, , 2.4, , , ," CAERNARVON "
1940-12-12, 23:10:00.0, 53.030, -4.180, , 2.6, , , ," CAERNARVON "
1940-12-12, 23:40:00.0, 53.030, -4.180, , 3.1, , , ," CAERNARVON "
1940-12-13, 00:30:00.0, 53.030, -4.180, , 2.4, , , ," CAERNARVON "
1940-12-13, 01:30:00.0, 53.030, -4.180, , 2.4, , , ," CAERNARVON "
1940-12-13, 09:00:00.0, 53.030, -4.180, , 2.3, , , ," CAERNARVON "
1941-05-18, 20:50:00.0, 56.280, -5.390, , 3.2, , , 5 ," OBAN "
1941-09-06, 06:22:00.0, 56.050, -4.020, , 2.9, , , 5 ," STIRLING "
1941-09-26, 23:05:00.0, 53.150, -4.040, , 2.2, , , ," BETHESDA "
1941-09-27, 01:30:00.0, 53.150, -4.040, , 2.2, , , ," BETHESDA "
1941-09-29, 17:05:00.0, 53.150, -4.040, , 2.5, , , 4-5 ," BETHESDA "
1944-12-30, 00:35:00.0, 53.860, -2.020, 21.0, 4.8, , , 6 ," SKIPTON "
1946-12-25, 17:02:00.0, 56.950, -4.800, 11.0, 4.1, , , 5 ," LOCHABER "
1947-12-26, 06:20:00.0, 53.150, -4.040, , 2.0, , , 4 ," BETHESDA "
1948-04-02, 03:00:00.0, 53.190, -3.960, , 3.0, , , 3-4 ," BETHESDA "
1948-04-02, 03:30:00.0, 53.190, -3.960, , 2.0, , , ," BETHESDA "
1948-05-28, 17:02:00.0, 52.610, 0.390, 10.0, 4.0, , , 4-5 ," EAST ANGLIA "
1948-05-31, 19:26:00.0, 57.950, -5.210, 14.0, 4.4, , , 4-5 ," ULLAPOOL "
1949-02-23, 17:35:00.0, 53.770, -2.000, , 2.5, , , 5 ," HEBDEN BRIDGE "
1949-06-11, 23:45:00.0, 53.150, -4.040, , 2.0, , , ," BETHESDA "
1950-01-09, 19:30:00.0, 51.100, 1.900, 7.0, 4.4, , , 5 ," DOVER STRAITS "
1951-01-11, 01:50:00.0, 52.800, -5.900, 15.0, 3.7, , , 5 ," IRISH SEA "
1951-04-22, 00:00:00.0, 52.560, -4.090, , 3.1, , , 4-5 ," ABERDOVEY "
1952-02-22, 09:20:00.0, 53.140, -1.640, , 2.3, , , 6 ," WINSTER "
1954-03-11, 11:37:00.0, 53.920, 0.430, , 4.2, , , 5 ," BRIDLINGTON "
1954-12-04, 17:55:00.0, 56.620, -5.180, , 2.9, , , ," BALLACHULISH "
1955-08-22, 12:15:00.0, 52.560, -4.090, , 2.0, , , 4 ," ABERDOVEY "
1956-01-10, 08:11:00.0, 52.720, -1.270, 4.0, 3.6, , , 6 ," ASHBY "
1956-05-04, 23:26:00.0, 52.310, 1.100, , 3.0, , , 4-5 ," IXWORTH "
1957-02-11, 15:43:00.0, 52.820, -1.330, 13.0, 5.3, , , 6-7 ," DERBY "
1957-02-12, 23:59:00.0, 52.820, -1.330, 12.0, 4.2, , , 5 ," DERBY "
1958-02-09, 23:21:00.0, 53.750, 1.010, 16.0, 5.1, , , 5 ," NORTH SEA "
1958-06-01, 00:00:00.0, 53.770, -1.610, , 3.3, , , 4 ," LEEDS "
1961-10-16, 06:30:00.0, 55.190, -2.970, , 2.0, , , ," WORSLEY "
1963-10-25, 04:45:00.0, 50.770, -0.970, 12.0, 4.7, , , 5 ," CHICHESTER "
1964-03-07, 07:03:00.0, 55.900, -4.340, 2.0, 2.7, , , 5 ," GLASGOW "
1964-07-08, 12:30:00.0, 50.800, -0.810, , 2.3, , , 4 ," CHICHESTER "
1966-03-13, 19:50:00.0, 53.160, -4.190, , 2.9, , , 4 ," BANGOR "
1966-07-23, 01:50:00.0, 50.090, -5.220, 18.0, 4.1, , , 5-6 ," HELSTON "
1967-04-28, 00:00:00.0, 53.160, -4.220, , 2.6, , , ," BANGOR "
1967-05-05, 00:00:00.0, 53.160, -4.220, , 2.0, , , ," BANGOR "
1968-03-08, 05:26:00.0, 55.190, -2.970, , 3.2, , , ," LANGHOLM "
1968-10-16, 17:02:00.0, 55.930, -3.060, , 3.1, , , ," MONKTONHALL "
1969-10-21, 17:26:00.0, 55.950, -5.460, 10.0, 2.4, , , 4-5 ," LOCHGILPHEAD "
1969-12-26, 14:58:00.0, 53.160, -4.220, , 3.0, , , 4 ," ANGLESEY "
1970-01-25, 05:38:30.9, 54.750, -2.000, 5.0, 2.0, , , ," STANHOPE "
1970-02-15, 06:13:39.0, 56.420, -3.600, 4.0, 1.6, , , ," GLENALMOND "
1970-02-17, 19:26:24.2, 55.890, -3.070, 0, 1.2, , , ," ESKBANK "
1970-02-25, 12:01:13.0, 55.890, -3.040, , , , , ," DALKEITH "
1970-02-26, 20:09:16.0, 55.910, -3.090, , , , , ," MILLERHILL "
1970-02-27, 22:54:13.9, 56.140, -3.630, 0, 2.1, , , ," DOLLAR "
1970-03-03, 19:25:35.2, 55.960, -3.100, , , , , ," DANDER HALL "
1970-03-04, 22:30:01.1, 55.870, -3.100, , , , , ," LASSWADE "
1970-04-09, 14:46:33.5, 56.250, -2.840, 0, 1.5, , , ," COLINSBURGH "
1970-04-15, 05:40:56.5, 56.070, -3.810, 0, 1.1, , , ," COWIE "
1970-04-17, 17:14:14.0, 55.910, -3.060, , , , , ," DALKEITH "
1970-04-17, 17:32:32.1, 55.840, -3.180, , , , , ," ROSLIN "
1970-04-18, 17:35:07.1, 55.850, -3.090, , , , , ," ROSEWELL "
1970-04-19, 18:47:50.2, 55.850, -3.100, , , , , ," DALKEITH "
1970-04-20, 02:43:00.7, 54.200, -3.750, , , , , ," BARROW(OFF) "
1970-04-21, 18:16:31.5, 55.910, -3.100, , 0.1, , , ," MONKTONHALL "
1970-04-21, 20:20:12.9, 55.910, -3.100, , 0.4, , , ," MONKTONHALL "
1970-04-21, 21:17:17.9, 55.910, -3.100, , 0.1, , , ," MONKTONHALL "
1970-04-22, 11:39:31.6, 56.120, -2.900, , , , , ," FIRTHOFFORTH "
1970-04-23, 00:25:46.0, 55.920, -3.100, , , , , ," DANDERHALL "
1970-04-26, 19:21:33.3, 55.860, -3.080, , , , , ," COALFIELD "
1970-04-28, 19:05:35.1, 55.900, -3.090, , , , , ," LASSWADE "
1970-05-04, 09:06:57.9, 55.900, -3.090, , , , , ," LASSWADE "
1970-05-09, 21:19:07.1, 55.900, -3.090, , , , , ," MONKTONHALL "
1970-05-10, 02:48:59.2, 55.160, -3.330, , , , , ," ANNANDALE "
1970-05-10, 10:24:53.4, 55.900, -3.060, , , , , ," NEWFARM "
1970-05-10, 13:24:55.0, 55.900, -3.090, , , , , ," MILLERHILL "
1970-05-12, 04:16:05.6, 55.900, -3.090, , , , , ," MILLERHILL "
1970-05-12, 20:49:58.4, 55.900, -3.090, , 0.7, , , ," MONKTONHALL "
1970-05-12, 21:01:16.9, 55.850, -3.150, 5.0, 1.2, , , ," LOANHEAD "
1970-05-13, 19:28:20.1, 55.890, -3.070, , 0.1, , , ," MONKTONHALL "
1970-05-20, 13:36:09.6, 55.890, -3.140, , , , , ," MONKTONHALL "
1970-06-04, 06:36:31.4, 54.310, -1.800, , 2.8, , , ," PENNINES "
1970-06-08, 18:52:33.0, 56.120, -4.280, 0, , , , ," LOCHARD FOR "
1970-06-08, 20:28:00.2, 56.050, -3.620, , 0.8, , , ," MONTRARE "
1970-06-09, 04:05:12.2, 55.900, -3.070, , 1.2, , , ," DALKEITH "
1970-06-09, 21:44:50.6, 55.900, -3.010, , , , , ," MONKTONHALL "
1970-06-10, 10:43:34.0, 55.920, -3.100, , 0.0, , , ," MONKTONHALL "
1970-06-15, 20:01:26.0, 55.790, -4.150, , , , , ," E.KILBRIDE "
1970-06-25, 00:12:02.4, 55.760, -3.290, , , , , ," PENTLANDHILS "
1970-06-25, 00:47:59.2, 55.950, -3.070, , 1.1, , , ," JOPPA "
1970-06-26, 13:01:58.5, 55.910, -3.120, , 0.4, , , ," MONKTONHALL "
1970-06-30, 03:57:21.1, 55.910, -3.090, , 0.3, , , ," MILLERHILL "
1970-06-30, 05:41:17.6, 55.940, -3.070, , 0.0, , , ," NEWCRAIGHALL "
1970-06-30, 07:04:20.0, 55.910, -3.070, 5.0, 1.2, , , ," MILLERHILL "
1970-06-30, 09:32:48.8, 55.920, -3.080, , 0.1, , , ," MILLERHILL "
1970-07-05, 14:40:06.5, 55.920, -3.080, 0, , , , ," MILLERHILL "
1970-07-06, 16:24:35.0, 55.940, -3.070, , , , , ," MILLERHILL "
1970-07-06, 22:17:19.7, 55.940, -3.090, , , , , ," NEWCRAIGHALL "
1970-07-08, 11:57:45.0, 55.860, -3.070, , , , , ," NEWTONGRANGE "
1970-07-27, 02:45:13.1, 53.500, -5.000, 5.0, 2.7, , , 5.0 ," ANGLESEY "
1970-07-29, 05:12:35.9, 55.910, -3.090, , , , , ," GILMERTON "
1970-07-29, 10:19:01.5, 55.840, -3.070, , , , , ," CARRINGTON "
1970-07-31, 08:08:24.6, 55.940, -3.070, , , , , ," NEWCRAIGHALL "
1970-08-01, 02:31:46.9, 55.970, -3.110, , , , , ," PORTOBELLO "
1970-08-03, 05:57:29.0, 55.800, -4.190, , , , , ," E.KILBRIDE "
1970-08-04, 02:03:30.6, 55.960, -3.110, , 0.4, , , ," PORTOBELLO "
1970-08-04, 16:37:22.9, 55.940, -3.060, , 0.2, , , ," MONKTONHALL "
1970-08-05, 16:12:38.1, 55.950, -3.100, , , , , ," NEWCRAIGHALL "
1970-08-09, 20:09:01.4, 54.500, -2.470, 20.9, 4.1, , , 5 ," KIRKBY STEPHEN "
1970-09-08, 10:02:50.0, 55.970, -3.170, 0, , , , ," MILLERHILL "
1970-09-08, 18:45:50.8, 55.920, -3.070, , , , , ," MILLERHILL "
1970-09-16, 13:55:59.7, 55.920, -3.070, , , , , ," GILMERTON "
1970-09-18, 12:54:27.3, 55.910, -3.060, , , , , ," DALKEITH "
1970-09-23, 02:19:35.0, 55.980, -2.970, 5.0, , , , ," MILLERHILL "
1970-10-01, 17:16:15.1, 55.910, -3.020, , , , , ," SMEATON "
1970-10-04, 07:53:27.4, 55.910, -3.090, , 0.3, , , ," MONKTONHALL "
1970-10-04, 19:01:48.4, 53.750, -3.150, 14.7, 2.5, , , ," BLACKPOOL "
1970-10-07, 03:05:48.0, 55.910, -3.090, , , , , ," MONKTONHALL "
1970-10-13, 04:52:10.3, 55.900, -3.070, , , , , ," MILLERHILL "
1970-10-15, 13:19:06.5, 55.870, -3.090, , , , , ," BONNYRIGG "
1970-10-15, 15:22:33.9, 55.860, -3.070, , , , , ," NEWTONGRANGE "
1970-10-15, 17:54:48.5, 55.950, -3.060, , , , , ," MUSSELBURGH "
1970-10-15, 20:07:47.3, 55.880, -3.020, , , , , ," DALKEITH "
1970-10-16, 00:00:26.3, 55.870, -3.070, 5.0, , , , ," ROSEWELL "
1970-10-16, 06:29:10.1, 55.910, -3.090, , , , , ," MILLERHILL "
1970-10-29, 04:40:23.3, 56.420, -3.610, 3.0, 2.0, , , ," GLENALMOND "
1970-11-17, 03:13:54.0, 55.860, -3.090, , , , , ," NEWTONGRANGE "
1970-12-23, 00:47:24.0, 55.920, -3.070, 5.0, 1.1, , , ," MONKTONHALL "
1970-12-26, 00:24:04.6, 55.850, -3.110, , 0.2, , , ," ROSEWELL "
1970-12-26, 15:21:57.4, 55.870, -3.070, 5.0, , , , ," BONNYRIGG "
1970-12-31, 03:37:45.9, 55.920, -3.030, 0, , , , ," MILLERHILL "
1970-12-31, 03:37:56.4, 55.900, -3.000, , , , , ," MILLERHILL "
1971-01-01, 06:12:41.9, 56.600, -5.420, , , , , ," GREAT GLEN "
1971-01-14, 10:52:08.0, 55.920, -3.140, , , , , ," TEMPLE "
1971-01-15, 15:33:25.8, 55.900, -3.070, , , , , ," DALKEITH "
1971-01-15, 15:33:33.8, 55.890, -3.070, , , , , ," DALKEITH "
1971-01-15, 15:36:24.5, 55.850, -3.180, , , , , ," ROSLIN "
1971-01-15, 18:33:09.6, 55.920, -3.050, 0, , , , ," DALKEITH "
1971-01-18, 00:52:07.0, 55.880, -3.080, , , , , ," BONNYRIGG "
1971-01-22, 08:38:37.3, 56.130, -3.820, 4.0, 1.4, , , ," OCHILLHILLS "
1971-01-28, 03:38:44.9, 55.270, -3.130, , 1.7, , , ," ESKDALE "
1971-02-01, 15:29:54.0, 57.260, -4.160, , , , , ," STRATHNAIRN "
1971-02-05, 19:01:55.0, 55.900, -3.060, , 0.7, , , 4.0 ," LASSWADE "
1971-02-05, 19:01:56.5, 55.900, -3.000, , , , , ," LASSWADE "
1971-02-14, 18:44:05.4, 58.300, 1.400, 5.0, 2.9, , , ," NORTH SEA "
1971-02-19, 02:57:05.4, 56.130, -4.320, 5.0, 1.3, , , ," FLANDERSMOSS "
1971-03-06, 01:36:50.1, 56.380, -4.920, , , , , ," GLEN ORCHY "
1971-03-23, 20:05:18.9, 59.400, 2.800, , 4.7, , , ," NORTH SEA "
1971-03-24, 02:21:08.9, 55.840, -3.110, , , , , ," ROSEWELL "
1971-04-01, 05:04:20.0, 55.950, -3.100, , , , , ," NEWCRAIGHALL "
1971-04-08, 14:11:52.8, 56.270, -5.330, , , , , ," LOCH AWE "
1971-04-14, 05:25:32.3, 56.430, -3.600, 3.0, 2.5, , , 3.0 ," GLENALMOND "
1971-04-15, 12:26:28.1, 56.420, -3.610, 3.0, 2.5, , , 3.0 ," GLENALMOND "
1971-04-15, 12:32:13.4, 56.430, -3.610, 3.0, 2.2, , , 3.0 ," GLENALMOND "
1971-04-17, 08:13:25.5, 56.420, -3.590, 4.0, 2.0, , , ," GLENALMOND "
1971-04-22, 06:27:36.2, 56.440, -3.640, 0, 2.0, , , ," GLENALMOND "
1971-04-27, 20:35:20.0, 56.080, -3.820, 4.0, 1.3, , , ," COWIE "
1971-04-29, 09:11:43.9, 55.910, -3.100, , , , , ," GILMERTON "
1971-04-29, 11:34:12.2, 55.920, -3.070, , , , , ," MILLERHILL "
1971-04-30, 01:07:19.6, 56.430, -3.610, 2.0, 1.8, , , ," GLENALMOND "
1971-06-01, 18:53:25.2, 57.240, -4.440, 5.0, 3.0, , , F ," GREAT GLEN "
1971-06-03, 00:28:58.4, 55.860, -3.120, , , , , 4.0 ," LASSWADE "
1971-06-22, 20:47:12.2, 55.910, -3.840, , , , , ," CALDERCRUIK "
1971-07-09, 01:00:06.9, 55.970, -3.780, 3.0, 0.8, , , ," ARMADALE "
1971-07-29, 16:40:50.2, 55.860, -3.120, , , , , ," ROSEWELL "
1971-07-29, 17:55:49.4, 55.900, -3.100, , , , , ," ROSEWELL "
1971-08-05, 19:45:36.3, 55.890, -3.150, , , , , ," LOANHEAD "
1971-08-06, 18:38:42.0, 56.410, -3.550, 4.0, 1.6, , , ," GLENALMOND "
1971-08-08, 01:24:15.3, 56.430, -3.600, 4.0, 2.3, , , ," GLENALMOND "
1971-08-12, 02:35:56.0, 55.800, -3.830, 5.0, 0.9, , , ," SHOTTS "
1971-08-12, 06:04:54.7, 56.140, -3.320, , , , , ," LOCHGELLY "
1971-08-18, 00:29:43.1, 55.860, -3.070, , , , , ," COALFIELD "
1971-08-28, 16:13:50.7, 54.300, -2.460, , , , , 4.0 ," DENT,YORKS. "
1971-08-31, 23:56:46.0, 56.450, -3.550, 4.0, 1.7, , , ," GLENALMOND "
1971-09-03, 03:23:48.2, 55.900, -3.100, , , , , ," COALFIELD "
1971-09-07, 09:30:35.4, 56.430, -3.600, 4.0, 2.6, , , 4.0 ," GLENALMOND "
1971-09-16, 02:32:33.0, 55.860, -3.150, , , , , ," ROSLIN "
1971-09-17, 06:09:18.9, 55.950, -3.090, , , , , ," MUSSELBURGH "
1971-09-18, 01:40:51.0, 54.570, -3.080, , , , , ," KESWICK "
1971-09-20, 04:23:20.9, 54.460, -4.620, , , , , ," N.IRISH SEA "
1971-09-28, 05:03:54.6, 54.390, -2.770, , , , , ," N.ENGLAND "
1971-10-03, 18:21:22.0, 56.120, -3.970, , 1.1, , , ," STIRLING "
1971-10-03, 19:14:26.5, 56.150, -3.930, , 0.7, , , ," STIRLING "
1971-10-04, 11:02:14.8, 56.350, -3.400, , , , , ," GLENALMOND "
1971-10-05, 16:57:36.0, 56.140, -5.700, , , , , ," SCARBA IS. "
1971-10-06, 16:51:02.4, 55.860, -3.050, , , , , ," NEWTONGRANGE "
1971-10-07, 22:49:12.6, 56.170, -5.640, , , , , ," SCARBA IS. "
1971-10-14, 21:44:34.3, 56.080, -3.680, , 0.5, , , ," VALLEYFIELD "
1971-10-23, 02:44:19.5, 55.820, -3.130, , , , , ," TEMPLE "
1971-10-29, 12:26:19.3, 55.850, -3.130, , , , , ," ROSEWELL "
1971-10-31, 13:25:08.9, 55.330, 1.500, , , , , ," NORTH SEA "
1971-10-31, 13:26:15.9, 55.330, 1.500, , , , , ," NORTH SEA "
1971-11-03, 15:52:32.9, 56.770, -4.930, , , , , ," MAMORE FOR. "
1971-11-05, 17:09:55.4, 56.430, -3.610, 4.0, 2.5, , , 4.0 ," GLENALMOND "
1971-11-06, 06:50:36.4, 56.400, -3.530, 3.0, 0.9, , , ," GLENALMOND "
1971-11-07, 12:01:31.1, 56.440, -3.570, 5.0, 1.9, , , ," GLENALMOND "
1971-11-07, 12:07:27.0, 56.430, -3.600, 4.0, 2.5, , , ," GLENALMOND "
1971-11-10, 10:30:42.2, 56.440, -3.620, 2.0, 2.1, , , ," GLENALMOND "
1971-11-10, 10:31:24.4, 56.420, -3.530, 5.0, 1.0, , , ," GLENALMOND "
1971-11-11, 06:56:05.2, 56.000, -3.090, , , , , ," COALFIELD "
1971-11-12, 01:59:12.4, 56.450, -3.590, 5.0, 1.4, , , ," GLENALMOND "
